name,url,rank,net cost,aid,in-state tuition,out-state tuition,housing,meals,books,prices-by-income,median earnings,location,student-faculty ratio,majors,acceptance rate,application deadline,graduation rate,employed 2 years post graduation,full-time undergraduates,public/private
Barnard College,https://www.niche.com/colleges/barnard-college/,37,26009,53817,62525,62525,11738,7626,1150,"{'<$30k': 9117, '$30-48k': 12162, '$49-75k': 14087, '$76-110k': 26150, '$110k+': 53452}",57900,"NEW YORK, NY",10:1,"{'Dance': '12', 'Drama and Theatre Production': '11', 'Film and Video Studies': '11', 'Visual and Performing Arts': '0', 'Education': '9', 'African Studies': '4', 'Anthropology': '29', 'Art History': '40', 'Asian Studies': '6', 'Economics': '92', 'English': '60', 'European and Russian Studies': '0', 'Foreign Languages and Literatures': '0', 'French Language and Literature': '5', 'German Language and Literature': '0', 'History': '41', 'Italian Language and Literature': '2', 'Latin American Studies': '0', 'Latin and Ancient Greek Studies': '2', 'Liberal Arts and Humanities': '46', 'Linguistics, Interpretation, and Translation': '0', 'Literature': '3', 'Minority and Ethnic Studies': '0', 'Music History and Literature': '5', 'North American Studies': '18', 'Philosophy': '7', 'Political Science and Government': '70', 'Psychology': '0', 'Public Policy Analysis': '19', 'Religious Studies': '1', 'Research and Experimental Psychology': '76', 'Russian and Eastern European Languages and Literature': '2', 'Sociology': '25', 'Spanish Language and Literature': '6', 'Urban Studies and Affairs': '34', ""Women's Studies"": '14', 'Architecture': '12', 'Astronomy and Astrophysics': '2', 'Biochemistry and Molecular Biology': '5', 'Biology': '10', 'Cellular Biology': '17', 'Chemistry': '11', 'Computational and Applied Mathematics': '4', 'Ecology and Evolutionary Biology': '4', 'Environmental Science': '18', 'Information Science': '44', 'Mathematics': '21', 'Neuroscience and Neurobiology': '40', 'Physics': '5', 'Physiology and Pathology': '8', 'Statistics': '0'}",9,January 6,92,90,3091,Private
Washington and Lee University,https://www.niche.com/colleges/washington-and-lee-university/,38,24733,55567,68045,68045,8945,7975,2024,"{'<$30k': 0, '$30-48k': 377, '$49-75k': 5462, '$76-110k': 12731, '$110k+': 45417}",76100,"LEXINGTON, VA",7:1,"{'Drama and Theatre Production': '2', 'Studio Arts': '5', 'Accounting': '37', 'Business': '94', 'Art History': '9', 'East Asian Languages and Literatures': '5', 'Economics': '69', 'English': '26', 'European and Russian Studies': '4', 'Foreign Languages and Literatures': '3', 'French Language and Literature': '3', 'German Language and Literature': '6', 'History': '19', 'Journalism': '10', 'Latin and Ancient Greek Studies': '6', 'Liberal Arts and Humanities': '3', 'Music History and Literature': '3', 'Philosophy': '3', 'Political Science and Government': '69', 'Public Relations': '12', 'Religious Studies': '1', 'Research and Experimental Psychology': '28', 'Sociology': '10', 'Spanish Language and Literature': '12', 'Biochemistry and Molecular Biology': '14', 'Biology': '24', 'Chemistry': '4', 'Computer Science': '15', 'Engineering': '6', 'Engineering Science': '10', 'Environmental Science': '10', 'Geology and Earth Science': '7', 'Mathematics': '26', 'Neuroscience and Neurobiology': '14', 'Physics': '12'}",17,January 1,95,94,1887,Private
Boston University,https://www.niche.com/colleges/boston-university/,39,27829,51565,66670,66670,11260,6140,1000,"{'<$30k': 10164, '$30-48k': 9536, '$49-75k': 14838, '$76-110k': 24109, '$110k+': 48841}",65300,"BOSTON, MA",5:1,"{'Acting': '23', 'Arts': '1', 'Arts, Entertainment, and Media Management': '3', 'Drama and Theatre Production': '24', 'Film and Video Studies': '2', 'Graphic Design': '25', 'Music': '0', 'Musical Instruments': '0', 'Music Performance': '26', 'Music Theory and Composition': '2', 'Painting': '13', 'Performing Arts': '12', 'Printmaking': '2', 'Sculpture': '3', 'Theatre Design': '12', 'Visual and Performing Arts': '1', 'Business': '36', 'Finance': '11', 'Hospitality and Tourism Management': '0', 'Management Sciences and Information Systems': '32', 'Marketing': '14', 'Small Business Management': '14', 'Art Teacher Education': '0', 'Bilingual and Multicultural Education': '3', 'Early Childhood Education': '8', 'Education': '4', 'Education Research and Evaluation': '0', 'Elementary Education': '13', 'English and Speech Teacher Education': '4', 'Foreign Language Teacher  Education': '2', 'Mathematics Teacher Education': '2', 'Music Teacher Education': '7', 'Science Teacher Education': '4', 'Social Studies Teacher Education': '8', 'Special Education and Teaching': '11', 'Athletic Training': '0', 'Foods, Nutrition, and Wellness Studies': '24', 'Health Professions': '9', 'Health Service Preparatory Studies': '1', 'Medical Laboratory Technician': '5', 'Medical Technician': '1', 'Mental and Social Health Services': '0', 'Public Health': '7', 'Rehabilitation and Therapy': '33', 'Speech Language Pathology': '14', 'Advertising': '145', 'Anthropology': '19', 'Archaeology': '10', 'Art History': '16', 'Asian Studies': '2', 'Chinese Language and Literature': '7', 'Communications': '134', 'Counseling Psychology': '1', 'East Asian Languages and Literatures': '1', 'Economics': '347', 'English': '62', 'European and Russian Studies': '1', 'Foreign Languages and Literatures': '5', 'French Language and Literature': '4', 'Geography': '0', 'German Language and Literature': '0', 'Global Studies': '6', 'History': '47', 'International Relations': '233', 'Japanese Language and Literature': '6', 'Journalism': '110', 'Latin American Studies': '1', 'Latin and Ancient Greek Studies': '2', 'Legal Studies': '16', 'Liberal Arts and Humanities': '7', 'Linguistics, Interpretation, and Translation': '1', 'Literature': '2', 'Minority and Ethnic Studies': '0', 'Music History and Literature': '12', 'North American Studies': '5', 'Philosophy': '56', 'Political Science and Government': '156', 'Psychology': '276', 'Public Administration': '0', 'Public Relations': '1', 'Radio and Television': '203', 'Religious Studies': '3', 'Religious Vocations': '6', 'Rhetoric and Composition': '23', 'Russian and Eastern European Languages and Literature': '2', 'Social Sciences': '75', 'Social Work and Youth Services': '4', 'Sociology': '38', 'Spanish Language and Literature': '7', 'Theological and Ministerial Studies': '4', 'Urban Studies and Affairs': '1', 'Criminal Justice and Corrections': '24', 'Criminal Justice and Safety Studies': '6', 'Architecture': '17', 'Astronomy and Astrophysics': '5', 'Biochemistry and Molecular Biology': '151', 'Bioengineering and Biomedical Engineering': '126', 'Biology': '2', 'Chemistry': '33', 'Computational and Applied Mathematics': '13', 'Computer and Information Sciences': '27', 'Computer Hardware Engineering': '2', 'Computer Science': '294', 'Computer Software Engineering': '15', 'Ecology and Evolutionary Biology': '15', 'Electrical Engineering': '50', 'Engineering': '0', 'Engineering Physics': '1', 'Environmental Science': '25', 'Geology and Earth Science': '0', 'Marine Biology and Oceanography': '11', 'Mathematics': '1', 'Mechanical Engineering': '149', 'Network, Database, and System Administration': '11', 'Neuroscience and Neurobiology': '147', 'Physics': '22', 'Physiology and Pathology': '109', 'Pre-Medicine Studies': '31', 'Business Support Services': '30', 'Computer Engineering Technician': '1', 'Computer Systems Technician': '1', 'Culinary Arts and Food Service': '1'}",14,January 6,89,93,17734,Private
New York University,https://www.niche.com/colleges/new-york-university/,40,29499,47096,58168,58168,14660,5612,752,"{'<$30k': 15298, '$30-48k': 11334, '$49-75k': 16039, '$76-110k': 36323, '$110k+': 58906}",61900,"NEW YORK, NY",3:1,"{'Animation, Video Graphics and Special Effects': '6', 'Cinematography and Video Production': '357', 'Dance': '43', 'Drama and Theatre Production': '366', 'Music Performance': '62', 'Music Theory and Composition': '13', 'Performing Arts': '125', 'Photography': '50', 'Studio Arts': '61', 'Web Page and Digital Design': '26', 'Actuarial Science': '5', 'Business': '3', 'Hospitality and Tourism Management': '30', 'Management Sciences and Information Systems': '250', 'Real Estate': '58', 'Early Childhood Education': '27', 'Education': '23', 'Elementary Education': '20', 'English and Speech Teacher Education': '5', 'Foreign Language Teacher  Education': '2', 'Mathematics Teacher Education': '0', 'Music Teacher Education': '10', 'Science Teacher Education': '0', 'Social Studies Teacher Education': '6', 'Communication Disorders': '0', 'Dental Hygiene': '67', 'Foods, Nutrition, and Wellness Studies': '55', 'Health Professions': '0', 'Nursing': '431', 'Public Health': '43', 'Speech Language Pathology': '16', 'African American Studies': '11', 'Anthropology': '37', 'Archaeology': '4', 'Art History': '34', 'Asian Studies': '13', 'Cognitive Science': '8', 'Digital Communication and Media/Multimedia': '410', 'Economics': '541', 'English': '16', 'European and Russian Studies': '0', 'Foreign Languages and Literatures': '15', 'French Language and Literature': '17', 'German Language and Literature': '3', 'Global Studies': '7', 'History': '118', 'International Relations': '89', 'Italian Language and Literature': '0', 'Latin American Studies': '7', 'Latin and Ancient Greek Studies': '1', 'Legal Studies': '0', 'Liberal Arts and Humanities': '19', 'Linguistics, Interpretation, and Translation': '4', 'Literature': '92', 'Minority and Ethnic Studies': '5', 'Music History and Literature': '12', 'Natural Sciences': '30', 'North American Studies': '4', 'Philosophy': '71', 'Playwriting and Screenwriting': '50', 'Political Science and Government': '191', 'Public Administration': '4', 'Religious Studies': '1', 'Research and Experimental Psychology': '530', 'Russian and Eastern European Languages and Literature': '1', 'Social Science Research Methods': '61', 'Social Sciences': '81', 'Social Work and Youth Services': '31', 'Sociology': '61', 'Spanish Language and Literature': '17', 'Urban Studies and Affairs': '31', 'Biochemistry and Molecular Biology': '37', 'Biology': '96', 'Chemical Engineering': '40', 'Chemistry': '29', 'Civil Engineering': '42', 'Computational and Applied Mathematics': '29', 'Computer and Information Sciences': '20', 'Computer Hardware Engineering': '38', 'Computer Software Engineering': '53', 'Ecology and Evolutionary Biology': '56', 'Electrical Engineering': '42', 'Engineering': '69', 'Engineering Physics': '6', 'Information Science': '478', 'Information Technology': '106', 'Mathematics': '245', 'Mechanical Engineering': '104', 'Neuroscience and Neurobiology': '49', 'Physics': '58', 'Statistics': '45', 'Sustainability Studies': '16', 'Business Support Services': '115', 'Computer Systems Technician': '1'}",12,January 5,87,91,28354,Private
Northeastern University,https://www.niche.com/colleges/northeastern-university/,41,35827,42331,78632,78632,10250,8180,1000,"{'<$30k': 2227, '$30-48k': 2715, '$49-75k': 9324, '$76-110k': 19469, '$110k+': 46187}",67400,"BOSTON, MA",8:1,"{'Animation, Video Graphics and Special Effects': '0', 'Design and Visual Communications': '2', 'Drama and Theatre Production': '16', 'Film and Video Studies': '1', 'Game Design and Interactive Media': '4', 'Graphic Design': '60', 'Illustration': '0', 'Photography': '1', 'Studio Arts': '5', 'Business': '957', 'Finance': '0', 'International Business': '113', 'Management Sciences and Information Systems': '0', 'Healthcare Management': '163', 'Nursing': '116', 'Pharmacy and Pharmaceutical Sciences': '66', 'Physical Therapy': '60', 'Public Health': '0', 'Rehabilitation and Therapy': '0', 'Speech Language Pathology': '0', 'African American Studies': '2', 'Anthropology': '2', 'Asian Studies': '2', 'Communications': '135', 'Digital Communication and Media/Multimedia': '0', 'Economics': '160', 'English': '24', 'Foreign Languages and Literatures': '0', 'History': '19', 'Human Services': '18', 'International Relations': '51', 'Journalism': '31', 'Liberal Arts and Humanities': '1', 'Linguistics, Interpretation, and Translation': '12', 'Music History and Literature': '40', 'Philosophy': '9', 'Political Science and Government': '139', 'Psychology': '0', 'Public Administration': '1', 'Religious Studies': '1', 'Research and Experimental Psychology': '111', 'Sign Language': '7', 'Social Sciences': '1', 'Sociology': '11', 'Spanish Language and Literature': '1', 'Criminal Justice and Corrections': '32', 'Criminal Justice and Safety Studies': '30', 'Architecture': '40', 'Biochemistry and Molecular Biology': '81', 'Biology': '135', 'Biotechnology': '0', 'Cellular Biology': '49', 'Chemical Engineering': '86', 'Chemistry': '18', 'Civil Engineering': '89', 'Computer and Information Systems Security': '23', 'Computer Hardware Engineering': '114', 'Ecology and Evolutionary Biology': '9', 'Electrical Engineering': '87', 'Engineering': '162', 'Environmental Science': '64', 'Geology and Earth Science': '1', 'Industrial Engineering': '84', 'Information Science': '485', 'Information Technology': '0', 'Landscape Architecture': '1', 'Marine Biology and Oceanography': '17', 'Mathematics': '88', 'Mechanical Engineering': '275', 'Network, Database, and System Administration': '41', 'Neuroscience and Neurobiology': '118', 'Physics': '27', 'Computer Engineering Technician': '0', 'Electrical Engineering Technician': '0', 'Manufacturing Engineering Technician': '0', 'Mechanical Engineering Technician': '0'}",7,January 1,91,95,16278,Private
University of California - Berkeley,https://www.niche.com/colleges/university-of-california-berkeley/,42,19257,21669,14395,44467,-1,-1,1139,"{'<$30k': 9236, '$30-48k': 10294, '$49-75k': 14213, '$76-110k': 22151, '$110k+': 36217}",64700,"BERKELEY, CA",14:1,"{'Dance': '5', 'Drama and Theatre Production': '28', 'Film and Video Studies': '82', 'Studio Arts': '54', 'Business': '409', 'Exercise Physiology': '0', 'Foods, Nutrition, and Wellness Studies': '103', 'Public Health': '210', 'African American Studies': '16', 'Anthropology': '104', 'Archaeology': '17', 'Art History': '40', 'Asian Studies': '7', 'Chinese Language and Literature': '3', 'Cognitive Science': '230', 'Communications': '258', 'East Asian Languages and Literatures': '1', 'Economics': '799', 'English': '221', 'Foreign Languages and Literatures': '74', 'French Language and Literature': '19', 'Geography': '0', 'German Language and Literature': '4', 'Global Studies': '0', 'Hispanic American Studies': '17', 'History': '121', 'International Studies': '107', 'Italian Language and Literature': '2', 'Japanese Language and Literature': '11', 'Latin American Studies': '0', 'Latin and Ancient Greek Studies': '5', 'Legal Studies': '218', 'Liberal Arts and Humanities': '59', 'Linguistics, Interpretation, and Translation': '69', 'Literature': '27', 'Minority and Ethnic Studies': '76', 'Music History and Literature': '33', 'North American Studies': '47', 'Peace Studies and Conflict Resolution': '2', 'Philosophy': '87', 'Physical Sciences': '0', 'Political Science and Government': '464', 'Psychology': '0', 'Religious Studies': '0', 'Research and Experimental Psychology': '344', 'Rhetoric and Composition': '53', 'Russian and Eastern European Languages and Literature': '6', 'Social Sciences': '187', 'Social Work and Youth Services': '88', 'Sociology': '283', 'Spanish Language and Literature': '0', 'Urban Studies and Affairs': '27', ""Women's Studies"": '30', 'Agricultural Engineering': '0', 'Architecture': '113', 'Astronomy and Astrophysics': '48', 'Atmospheric Sciences and Meteorology': '2', 'Bioengineering and Biomedical Engineering': '94', 'Biology': '177', 'Botany and Plant Physiology': '13', 'Cellular Biology': '767', 'Chemical Engineering': '104', 'Chemistry': '126', 'Civil Engineering': '106', 'Computational and Applied Mathematics': '254', 'Computer and Information Sciences': '669', 'Computer Science': '848', 'Electrical Engineering': '528', 'Engineering': '84', 'Engineering Physics': '12', 'Engineering Science': '19', 'Environmental Architecture and Design': '19', 'Environmental Engineering': '7', 'Environmental Science': '303', 'Forestry': '5', 'Geology and Earth Science': '21', 'Landscape Architecture': '18', 'Manufacturing Engineering': '0', 'Materials Science': '30', 'Mathematics': '96', 'Mechanical Engineering': '189', 'Microbiology': '44', 'Natural Resources Conservation and Management': '127', 'Nuclear Engineering': '11', 'Pharmacology and Toxicology': '0', 'Physics': '99', 'Statistics': '123'}",11,November 30,94,88,30824,Public College
Boston College,https://www.niche.com/colleges/boston-college/,43,30559,49992,69400,69400,10120,6000,1250,"{'<$30k': 10988, '$30-48k': 7260, '$49-75k': 15264, '$76-110k': 24041, '$110k+': 55461}",72500,"CHESTNUT HILL, MA",9:1,"{'Drama and Theatre Production': '9', 'Film and Video Studies': '16', 'Studio Arts': '9', 'Accounting': '123', 'Business': '69', 'Entrepreneurship': '41', 'Finance': '332', 'Management Sciences and Information Systems': '110', 'Marketing': '122', 'Operations Management': '25', 'Education': '2', 'Elementary Education': '21', 'Foreign Language Teacher  Education': '0', 'High School Education': '12', 'Mathematics Teacher Education': '3', 'Nursing': '105', 'African American Studies': '7', 'Art History': '8', 'Communications': '188', 'Economics': '344', 'English': '89', 'European and Russian Studies': '3', 'French Language and Literature': '5', 'German Language and Literature': '1', 'History': '63', 'International Studies': '83', 'Italian Language and Literature': '3', 'Latin and Ancient Greek Studies': '6', 'Liberal Arts and Humanities': '2', 'Linguistics, Interpretation, and Translation': '6', 'Music History and Literature': '6', 'Natural Sciences': '3', 'Philosophy': '85', 'Political Science and Government': '165', 'Psychology': '253', 'Religious Studies': '2', 'Russian and Eastern European Languages and Literature': '1', 'Sociology': '49', 'Spanish Language and Literature': '9', 'Theological and Ministerial Studies': '20', 'Criminal Justice and Safety Studies': '4', 'Biochemistry and Molecular Biology': '45', 'Biology': '180', 'Chemistry': '15', 'Computer Science': '117', 'Environmental Science': '34', 'Geology and Earth Science': '2', 'Information Science': '79', 'Mathematics': '81', 'Neuroscience and Neurobiology': '91', 'Physics': '14', 'Business Support Services': '0'}",17,January 2,91,94,9575,Private
Wellesley College,https://www.niche.com/colleges/wellesley-college/,44,21362,61328,66880,66880,9944,9136,800,"{'<$30k': 10197, '$30-48k': 7815, '$49-75k': 15240, '$76-110k': 29986, '$110k+': 52206}",60800,"WELLESLEY, MA",7:1,"{'Drama and Theatre Production': '3', 'Film and Video Studies': '10', 'Studio Arts': '7', 'Education': '22', 'African American Studies': '7', 'Anthropology': '10', 'Art History': '12', 'Asian Studies': '4', 'Chinese Language and Literature': '1', 'Creative Writing': '19', 'East Asian Languages and Literatures': '8', 'Economics': '92', 'English': '18', 'European and Russian Studies': '4', 'French Language and Literature': '10', 'Global Studies': '1', 'History': '13', 'International Relations': '14', 'Japanese Language and Literature': '2', 'Latin American Studies': '4', 'Liberal Arts and Humanities': '11', 'Literature': '1', 'Music History and Literature': '6', 'North American Studies': '15', 'Peace Studies and Conflict Resolution': '8', 'Philosophy': '8', 'Political Science and Government': '42', 'Psychology': '9', 'Religious Studies': '5', 'Research and Experimental Psychology': '29', 'Russian and Eastern European Languages and Literature': '1', 'Sociology': '24', 'Spanish Language and Literature': '9', ""Women's Studies"": '13', 'Architecture': '9', 'Astronomy and Astrophysics': '10', 'Biochemistry and Molecular Biology': '16', 'Biology': '29', 'Chemistry': '23', 'Computational and Applied Mathematics': '15', 'Computer Software Engineering': '22', 'Environmental Science': '25', 'Geology and Earth Science': '5', 'Information Science': '57', 'Mathematics': '26', 'Neuroscience and Neurobiology': '35', 'Physics': '17'}",14,January 8,90,94,2316,Private
University of Texas - Austin,https://www.niche.com/colleges/university-of-texas-austin/,45,17434,8321,11698,41070,-1,-1,724,"{'<$30k': 12157, '$30-48k': 14135, '$49-75k': 17258, '$76-110k': 25597, '$110k+': 28408}",58200,"AUSTIN, TX",13:1,"{'Acting': '11', 'Arts': '13', 'Dance': '17', 'Design and Visual Communications': '29', 'Drama and Theatre Production': '15', 'Film and Video Studies': '1', 'Graphic Design': '116', 'Interior Design': '11', 'Music': '4', 'Music Performance': '23', 'Music Theory and Composition': '0', 'Performing Arts': '46', 'Studio Arts': '72', 'Visual and Performing Arts': '0', 'Accounting': '186', 'Actuarial Science': '61', 'Business': '169', 'Finance': '407', 'Financial Planning': '4', 'International Business': '5', 'Logistics and Supply Chain Management': '43', 'Management Sciences and Information Systems': '213', 'Marketing': '150', 'Real Estate': '36', 'Sport and Fitness Management': '83', 'Physical Education Teaching and Coaching': '0', 'Science Teacher Education': '0', 'Athletic Training': '12', 'Communication Disorders': '99', 'Foods, Nutrition, and Wellness Studies': '137', 'Health Service Preparatory Studies': '4', 'Kinesiology and Exercise Science': '176', 'Medical Laboratory Technician': '21', 'Nursing': '116', 'Public Health': '180', 'Public Health Education': '19', 'Advertising': '2', 'African American Studies': '0', 'Anthropology': '52', 'Art History': '21', 'Asian Studies': '16', 'Behavioral Sciences': '106', 'Communications': '234', 'Corporate Communications': '79', 'Creative Writing': '81', 'Digital Communication and Media/Multimedia': '22', 'East Asian Languages and Literatures': '25', 'Economics': '340', 'English': '156', 'European and Russian Studies': '0', 'Family Studies and Consumer Sciences': '17', 'Foreign Languages and Literatures': '261', 'French Language and Literature': '5', 'Geography': '43', 'German Language and Literature': '32', 'Global Studies': '4', 'Hispanic American Studies': '14', 'History': '0', 'Human Development': '158', 'International Relations': '13', 'International Studies': '0', 'Italian Language and Literature': '0', 'Japanese Language and Literature': '67', 'Journalism': '147', 'Latin American Studies': '5', 'Latin and Ancient Greek Studies': '11', 'Liberal Arts and Humanities': '254', 'Linguistics, Interpretation, and Translation': '50', 'Minority and Ethnic Studies': '9', 'Music History and Literature': '33', 'Natural Sciences': '875', 'North American Studies': '14', 'Peace Studies and Conflict Resolution': '8', 'Philosophy': '51', 'Political Science and Government': '316', 'Professional and Technical Writing': '49', 'Psychology': '461', 'Public Policy Analysis': '19', 'Public Relations': '144', 'Radio and Television': '277', 'Religious Studies': '10', 'Research and Experimental Psychology': '0', 'Social Work and Youth Services': '1', 'Sociology': '124', 'Spanish Language and Literature': '12', 'Urban Studies and Affairs': '2', ""Women's Studies"": '8', 'Forensic Science and Technology': '164', 'Aerospace Engineering': '97', 'Architectural Engineering': '52', 'Architecture': '65', 'Astronomy and Astrophysics': '26', 'Biochemistry and Molecular Biology': '331', 'Bioengineering and Biomedical Engineering': '118', 'Biology': '671', 'Chemical Engineering': '131', 'Chemistry': '114', 'Civil Engineering': '143', 'Computational and Applied Mathematics': '32', 'Computer and Information Sciences': '1', 'Electrical Engineering': '320', 'Engineering': '79', 'Environmental Engineering': '53', 'Geology and Earth Science': '46', 'Information Science': '347', 'Marine Science': '10', 'Mathematics': '358', 'Mechanical Engineering': '266', 'Mining and Petroleum Engineering': '75', 'Neuroscience and Neurobiology': '264', 'Physics': '96', 'Statistics': '161', 'Sustainability Studies': '16', 'Apparel and Textile Science': '41'}",31,December 1,88,93,38591,Public College
Middlebury College,https://www.niche.com/colleges/middlebury-college/,46,22181,56639,62000,62000,10020,7780,1000,"{'<$30k': 8707, '$30-48k': 8658, '$49-75k': 12026, '$76-110k': 19641, '$110k+': 41458}",58200,"MIDDLEBURY, VT",8:1,"{'Dance': '3', 'Drama and Theatre Production': '9', 'Film and Video Studies': '17', 'Studio Arts': '10', 'Elementary Education': '5', 'High School Education': '3', 'African American Studies': '3', 'African Studies': '0', 'Anthropology': '15', 'Arabic Language and Literature': '5', 'Art History': '6', 'Asian Studies': '6', 'Chinese Language and Literature': '5', 'Economics': '111', 'English': '35', 'European and Russian Studies': '5', 'French Language and Literature': '6', 'Geography': '16', 'German Language and Literature': '6', 'Global Studies': '0', 'History': '30', 'International Relations': '49', 'Italian Language and Literature': '3', 'Japanese Language and Literature': '8', 'Latin American Studies': '5', 'Latin and Ancient Greek Studies': '5', 'Liberal Arts and Humanities': '5', 'Literature': '9', 'Minority and Ethnic Studies': '1', 'Music History and Literature': '4', 'North American Studies': '4', 'Philosophy': '7', 'Political Science and Government': '46', 'Religious Studies': '5', 'Research and Experimental Psychology': '45', 'Russian and Eastern European Languages and Literature': '2', 'Sociology': '13', 'Spanish Language and Literature': '7', ""Women's Studies"": '9', 'Architecture': '15', 'Biochemistry and Molecular Biology': '33', 'Biology': '34', 'Chemistry': '11', 'Computer Science': '53', 'Environmental Science': '62', 'Geology and Earth Science': '12', 'Mathematics': '27', 'Neuroscience and Neurobiology': '48', 'Physics': '14'}",13,January 3,94,87,2835,Private
Tufts University,https://www.niche.com/colleges/tufts-university/,47,30479,51613,65222,65222,9142,7636,1000,"{'<$30k': 9223, '$30-48k': 6812, '$49-75k': 14765, '$76-110k': 26144, '$110k+': 57478}",75800,"MEDFORD, MA",6:1,"{'Arts': '0', 'Drama and Theatre Production': '3', 'Film and Video Studies': '30', 'Education': '11', 'Foods, Nutrition, and Wellness Studies': '0', 'Public Health': '71', 'African American Studies': '0', 'Anthropology': '17', 'Arabic Language and Literature': '3', 'Archaeology': '2', 'Art History': '5', 'Asian Studies': '0', 'Child Development': '50', 'Chinese Language and Literature': '8', 'Clinical Psychology': '38', 'Cognitive Science': '39', 'Economics': '198', 'English': '31', 'European and Russian Studies': '3', 'French Language and Literature': '14', 'German Language and Literature': '2', 'Global Studies': '1', 'History': '30', 'International Relations': '133', 'Italian Language and Literature': '0', 'Japanese Language and Literature': '1', 'Latin American Studies': '0', 'Latin and Ancient Greek Studies': '9', 'Liberal Arts and Humanities': '10', 'Music History and Literature': '17', 'North American Studies': '16', 'Peace Studies and Conflict Resolution': '0', 'Philosophy': '28', 'Political Science and Government': '71', 'Religious Studies': '4', 'Research and Experimental Psychology': '90', 'Russian and Eastern European Languages and Literature': '2', 'Sociology': '49', 'Spanish Language and Literature': '25', ""Women's Studies"": '4', 'Architectural Engineering': '0', 'Architecture': '15', 'Astronomy and Astrophysics': '5', 'Biochemistry and Molecular Biology': '33', 'Bioengineering and Biomedical Engineering': '49', 'Biology': '204', 'Biotechnology': '12', 'Chemical Engineering': '26', 'Chemistry': '12', 'Civil Engineering': '17', 'Computational and Applied Mathematics': '17', 'Computer Hardware Engineering': '9', 'Computer Science': '171', 'Electrical Engineering': '21', 'Engineering': '7', 'Engineering Physics': '4', 'Engineering Science': '1', 'Environmental Engineering': '15', 'Environmental Science': '46', 'Geology and Earth Science': '5', 'Human Computer Interaction': '33', 'Mathematics': '38', 'Mechanical Engineering': '66', 'Physics': '11'}",10,January 6,94,92,6635,Private
Wake Forest University,https://www.niche.com/colleges/wake-forest-university/,48,26197,54233,67642,67642,10448,8334,1500,"{'<$30k': 12795, '$30-48k': 7203, '$49-75k': 10344, '$76-110k': 18728, '$110k+': 57539}",63800,"WINSTON-SALEM, NC",2:1,"{'Drama and Theatre Production': '5', 'Music Performance': '1', 'Studio Arts': '12', 'Accounting': '25', 'Business': '154', 'Finance': '147', 'Management Sciences and Information Systems': '18', 'Education': '1', 'Elementary Education': '4', 'Kinesiology and Exercise Science': '75', 'African American Studies': '1', 'Anthropology': '15', 'Art History': '12', 'Chinese Language and Literature': '2', 'Communications': '130', 'Economics': '120', 'English': '39', 'European and Russian Studies': '9', 'German Language and Literature': '2', 'History': '52', 'Japanese Language and Literature': '6', 'Latin and Ancient Greek Studies': '8', 'Liberal Arts and Humanities': '1', 'Music History and Literature': '1', 'Philosophy': '34', 'Political Science and Government': '133', 'Psychology': '115', 'Religious Studies': '5', 'Russian and Eastern European Languages and Literature': '0', 'Sociology': '47', 'Spanish Language and Literature': '26', ""Women's Studies"": '4', 'Biochemistry and Molecular Biology': '36', 'Biology': '93', 'Chemistry': '28', 'Computer Science': '49', 'Engineering': '45', 'Environmental Science': '4', 'Mathematics': '26', 'Natural Resources Conservation and Management': '8', 'Physics': '12', 'Statistics': '41'}",21,January 1,90,94,5391,Private
Amherst College,https://www.niche.com/colleges/amherst-college/,49,21367,58693,64100,64100,9050,7700,1000,"{'<$30k': 7895, '$30-48k': 11119, '$49-75k': 16409, '$76-110k': 21178, '$110k+': 50853}",65000,"AMHERST, MA",7:1,"{'Arts': '17', 'Drama and Theatre Production': '3', 'Film and Video Studies': '9', 'Education Research and Evaluation': '7', 'African American Studies': '11', 'Anthropology': '6', 'Asian Studies': '14', 'Economics': '91', 'English': '41', 'French Language and Literature': '12', 'German Language and Literature': '3', 'History': '23', 'Latin American Studies': '1', 'Latin and Ancient Greek Studies': '3', 'Legal Studies': '20', 'Liberal Arts and Humanities': '1', 'Music History and Literature': '11', 'North American Studies': '12', 'Philosophy': '15', 'Political Science and Government': '61', 'Religious Studies': '3', 'Research and Experimental Psychology': '61', 'Russian and Eastern European Languages and Literature': '4', 'Sociology': '12', 'Spanish Language and Literature': '9', ""Women's Studies"": '6', 'Architecture': '6', 'Astronomy and Astrophysics': '4', 'Biochemistry and Molecular Biology': '27', 'Biology': '31', 'Chemistry': '24', 'Computer Science': '55', 'Environmental Science': '16', 'Geology and Earth Science': '5', 'Mathematics': '89', 'Neuroscience and Neurobiology': '25', 'Physics': '6', 'Statistics': '15'}",7,January 6,92,90,1898,Private
