name,url,rank,net cost,aid,in-state tuition,out-state tuition,housing,meals,books,median earnings,location,address,student-faculty ratio,acceptance rate,application deadline,graduation rate,employed 2 years post graduation,full-time undergraduates,part-time undergrads,undergrads over 25,pell-grant recipients,varsity athletes,public/private,coordinates,<$30k,$30-48k,$49-75k,$76-110k,$110k+,tuition,undergrads
Penn State Altoona,https://www.niche.com/colleges/penn-state-altoona/,1357,20621,9574,15904,26370,7374,5610,1840,50100,"ALTOONA, PA","3000 IVYSIDE PARK ALTOONA, PA 16601",12:1,96,Rolling Admissions,16,94,2499,78,4,30,9,Public College,"[40.5413526, -78.4106539]",16976,18794,22436,25603,29347,21137,2577
Warner University,https://www.niche.com/colleges/warner-university/,1358,20431,19193,30130,30130,5140,4740,1770,38600,"LAKE WALES, FL","13895 HWY 27 LAKE WALES, FL 33859",12:1,55,Rolling Admissions,40,89,692,69,12,56,83,Private,"[27.8231163, -81.5926628]",16701,17571,21165,24280,23343,30130,761
Paul Smith's College,https://www.niche.com/colleges/paul-smiths-college/,1359,25056,24545,32048,32048,9312,6324,1000,35300,"PAUL SMITHS, NY","7777 STATE ROUTE 30 PAUL SMITHS, NY 12970",13:1,87,Rolling Admissions,54,95,654,14,5,35,41,Private,"[44.4344972, -74.2479313]",14958,17610,23068,25797,30170,32048,668
Elmira College,https://www.niche.com/colleges/elmira-college/,1360,24040,27091,37932,37932,7166,6222,600,45900,"ELMIRA, NY","ONE PARK PL ELMIRA, NY 14901",8:1,96,Rolling Admissions,56,95,587,22,2,41,48,Private,"[42.0963944, -76.8163509]",19442,19072,20350,25433,28026,37932,609
Bethel University - Tennessee,https://www.niche.com/colleges/bethel-university-tennessee/,1361,13858,13396,17482,17482,9206,3844,1200,38600,"MCKENZIE, TN","325 CHERRY AVE MCKENZIE, TN 38201",17:1,89,Rolling Admissions,45,90,2382,0,35,54,15,Private,"[36.1378194, -88.5167691]",13705,10448,13563,14903,15003,17482,2382
Maryland Institute College of Art,https://www.niche.com/colleges/maryland-institute-college-of-art/,1362,43545,25767,53815,53815,11580,3710,1500,37300,"BALTIMORE, MD","1300 MOUNT ROYAL AVE BALTIMORE, MD 21217",5:1,80,February 1,77,91,1336,67,7,23,-1,Private,"[39.3075547, -76.6216335]",28124,32955,39513,43159,45894,53815,1403
Lackawanna College,https://www.niche.com/colleges/lackawanna-college/,1363,18144,8313,17340,17340,7400,4300,1500,32700,"SCRANTON, PA","501 VINE ST SCRANTON, PA 18509",21:1,100,Rolling Admissions,38,90,1382,486,32,67,23,Private,"[41.4114992, -75.6589806]",17426,17317,20753,23969,24174,17340,1868
Penn State Abington,https://www.niche.com/colleges/penn-state-abington/,1364,20460,9589,15200,25102,9694,-1,1840,50100,"ABINGTON, PA","1600 WOODLAND RD ABINGTON, PA 19001",15:1,93,Rolling Admissions,28,94,2823,267,6,39,8,Public College,"[40.1170029, -75.1107034]",14021,15777,20421,24625,26959,20151,3090
Penn State Lehigh Valley,https://www.niche.com/colleges/penn-state-lehigh-valley/,1365,18142,9886,15140,24834,-1,-1,1840,50100,"CENTER VALLEY, PA","2809 SAUCON VALLEY RD CENTER VALLEY, PA 18034",14:1,94,Rolling Admissions,12,94,780,108,6,42,10,Public College,"[40.5592202, -75.4023346]",13317,13727,19297,24405,25100,19987,888
The Ohio State University - Marion,https://www.niche.com/colleges/the-ohio-state-university-marion/,1366,13377,5147,8944,33181,-1,-1,1012,46100,"MARION, OH","1461 MOUNT VERNON AVE MARION, OH 43302",15:1,100,July 15,17,94,734,166,9,22,-1,Public College,"[40.5784602, -83.091368]",9109,9738,11158,15511,16323,21062,900
Emmanuel College - Massachusetts,https://www.niche.com/colleges/emmanuel-college-massachusetts/,1367,32273,29956,46200,46200,-1,-1,1000,49700,"BOSTON, MA","400 THE FENWAY BOSTON, MA 02115",13:1,80,February 15,66,94,1801,146,3,23,14,Private,"[42.3405607, -71.1036598]",25468,25470,27217,30729,33428,46200,1947
Endicott College,https://www.niche.com/colleges/endicott-college/,1368,39496,16533,39750,39750,11682,5266,1304,51100,"BEVERLY, MA","376 HALE ST BEVERLY, MA 01915",11:1,73,February 15,78,96,2910,152,4,12,24,Private,"[42.5511999, -70.8397701]",27284,25558,29361,33271,40811,39750,3062
Wright State University - Lake Campus,https://www.niche.com/colleges/wright-state-university-lake-campus/,1369,11585,5775,7286,16704,5216,-1,1400,39500,"CELINA, OH","7600 LAKE CAMPUS DR CELINA, OH 45822",unlisted,100,Rolling Admissions,43,93,729,565,7,32,5,Public College,"[40.5458273, -84.5093121]",8384,8503,11474,13955,16033,11995,1294
The Ohio State University - Mansfield,https://www.niche.com/colleges/the-ohio-state-university-mansfield/,1370,15988,7083,8956,33181,-1,-1,1012,46100,"MANSFIELD, OH","1760 UNIVERSITY DR MANSFIELD, OH 44906",16:1,100,Rolling Admissions,16,94,652,175,10,39,-1,Public College,"[40.7990168, -82.5779259]",12615,13529,16328,19664,20588,21068,827
College of Coastal Georgia,https://www.niche.com/colleges/college-of-coastal-georgia/,1371,12117,6943,4270,13420,6942,3988,1750,28300,"BRUNSWICK, GA","ONE COLLEGE DR BRUNSWICK, GA 31520",25:1,98,August 1,23,86,2599,601,7,45,6,Public College,"[31.1807613, -81.4870815]",10612,10536,13571,16513,16496,8845,3200
Sullivan University,https://www.niche.com/colleges/sullivan-university/,1372,19537,10433,14220,14220,6435,4050,1800,31400,"LOUISVILLE, KY","3101 BARDSTOWN RD LOUISVILLE, KY 40205",8:1,100,Rolling Admissions,27,86,1200,644,65,85,-1,Private,"[38.2132012, -85.6704513]",23348,29848,29861,30017,28886,14220,1844
Mercyhurst University,https://www.niche.com/colleges/mercyhurst-university/,1373,24935,32418,43460,43460,6375,6920,1200,40300,"ERIE, PA","501 E 38TH ST ERIE, PA 16546",13:1,81,Rolling Admissions,63,93,2249,197,9,26,30,Private,"[42.1051254, -80.0549105]",20668,16338,19112,24611,28955,43460,2446
Indian River State College,https://www.niche.com/colleges/indian-river-state-college/,1374,5019,5563,2764,10201,-1,-1,1350,30400,"FORT PIERCE, FL","3209 VIRGINIA AVE FORT PIERCE, FL 34981",26:1,100,Rolling Admissions,46,86,5382,0,26,50,3,Public College,"[27.4226309, -80.3576052]",3784,4846,6033,8612,11171,6482,5382
Commonwealth University - Lock Haven,https://www.niche.com/colleges/commonwealth-university-lock-haven/,1375,15947,4862,7716,19290,6540,4456,1830,41500,"LOCK HAVEN, PA","401 NORTH FAIRVIEW ST LOCK HAVEN, PA 17745",13:1,95,Rolling Admissions,54,94,2150,316,11,35,22,Public College,"[41.1402803, -77.4620968]",10959,11259,15058,18388,18606,13503,2466
Commonwealth University - Mansfield,https://www.niche.com/colleges/commonwealth-university-mansfield/,1376,13168,8863,7716,11574,6600,4072,2000,38600,"MANSFIELD, PA","31 SOUTH ACADEMY ST MANSFIELD, PA 16933",15:1,94,Rolling Admissions,49,92,1386,417,9,47,15,Public College,"[41.8069371, -77.0741579]",9247,10059,13043,15475,17481,9645,1803
Florida State College at Jacksonville,https://www.niche.com/colleges/florida-state-college-at-jacksonville/,1377,2341,5680,2938,9992,7200,-1,1400,31900,"JACKSONVILLE, FL","501 W STATE ST JACKSONVILLE, FL 32202",21:1,100,Rolling Admissions,37,86,5813,0,42,45,2,Public College,"[30.3347226, -81.6626834]",463,2416,4994,8318,8538,6465,5813
Briar Cliff University,https://www.niche.com/colleges/briar-cliff-university/,1378,21620,26614,37322,37322,4628,5604,1420,41900,"SIOUX CITY, IA","3303 REBECCA ST SIOUX CITY, IA 51104",9:1,100,Rolling Admissions,43,95,563,203,21,43,85,Private,"[42.5266731, -96.4266876]",16944,17771,21086,25487,25284,37322,766
University of Antelope Valley,https://www.niche.com/colleges/university-of-antelope-valley/,1379,22349,6707,-1,-1,8200,6976,-1,24400,"LANCASTER, CA","44055 SIERRA HWY LANCASTER, CA 93534",12:1,100,Rolling Admissions,69,73,453,34,28,32,46,Private,"[34.6835936, -118.1349433]",18083,13696,21122,26517,27867,-1,487
Spartanburg Methodist College,https://www.niche.com/colleges/spartanburg-methodist-college/,1380,16333,14078,20650,20650,7080,4540,340,32900,"SPARTANBURG, SC","1750 POWELL MILL RD SPARTANBURG, SC 29301",20:1,82,Rolling Admissions,36,93,1037,0,5,62,23,Private,"[34.9551116, -81.9732792]",16389,16448,16741,16338,17364,20650,1037
Missouri Baptist University,https://www.niche.com/colleges/missouri-baptist-university/,1381,25590,18372,33316,33316,-1,-1,1298,35600,"SAINT LOUIS, MO","ONE COLLEGE PARK DR SAINT LOUIS, MO 63141",19:1,71,Rolling Admissions,41,92,1390,0,8,35,55,Private,"[38.6416393, -90.461367]",22339,21609,23586,27256,28252,33316,1390
Tennessee State University,https://www.niche.com/colleges/tennessee-state-university/,1382,11986,17315,8336,21692,4156,4758,1500,35300,"NASHVILLE, TN","3500 JOHN A MERRITT BLVD NASHVILLE, TN 37209",17:1,100,August 1,32,92,6686,992,8,59,4,Public College,"[36.1670126, -86.8289576]",11035,10890,12899,14899,19106,15014,7678
Herzing University - Madison,https://www.niche.com/colleges/herzing-university-madison/,1383,22720,5423,12750,12750,-1,-1,0,37800,"MADISON, WI","5218 E TERRACE DR MADISON, WI 53718",5:1,94,Rolling Admissions,22,83,691,0,77,76,-1,Private,"[43.1441682, -89.2915843]",22707,19349,23894,25054,27104,12750,691
Regis College,https://www.niche.com/colleges/regis-college/,1384,30014,31088,49680,49680,-1,-1,1000,47500,"WESTON, MA","235 WELLESLEY ST WESTON, MA 02493",4:1,89,Rolling Admissions,67,97,887,209,21,40,29,Private,"[42.3512977, -71.3081609]",23781,26397,30781,31638,32497,49680,1096
Benedict College,https://www.niche.com/colleges/benedict-college/,1385,17845,12093,17200,17200,-1,-1,1000,25400,"COLUMBIA, SC","1600 HARDEN ST COLUMBIA, SC 29204",16:1,68,Rolling Admissions,20,91,1708,88,5,70,22,Private,"[34.0128422, -81.0202217]",18145,17085,19258,22814,21120,17200,1796
Saint Joseph's College of Maine,https://www.niche.com/colleges/saint-josephs-college-of-maine/,1386,29625,26987,41586,41586,-1,-1,1200,43400,"STANDISH, ME","278 WHITES BRIDGE RD STANDISH, ME 04084",8:1,81,Rolling Admissions,70,96,689,301,31,25,52,Private,"[43.8265734, -70.4804162]",23306,27589,25877,31074,31131,41586,990
Wingate University,https://www.niche.com/colleges/wingate-university/,1387,18823,36262,50860,50860,6770,3444,1640,43200,"WINGATE, NC","301 E WILSON ST WINGATE, NC 28174",10:1,86,Rolling Admissions,57,94,2454,56,4,47,29,Private,"[34.9878483, -80.4403347]",15847,16281,17509,21037,22526,50860,2510
Bloomfield College of Montclair State University,https://www.niche.com/colleges/bloomfield-college-of-montclair-state-university/,1388,20320,23850,15912,26002,-1,-1,1410,38200,"BLOOMFIELD, NJ","467 FRANKLIN ST BLOOMFIELD, NJ 07003",13:1,78,Rolling Admissions,34,92,1070,82,13,72,20,Private,"[40.7950139, -74.1966094]",18598,17833,24443,25400,23102,20957,1152
SUNY Morrisville,https://www.niche.com/colleges/suny-morrisville/,1389,16070,11070,8741,18651,9600,6000,1400,35200,"MORRISVILLE, NY","80 EATON ST MORRISVILLE, NY 13408",12:1,87,Rolling Admissions,33,90,1571,232,14,61,29,Public College,"[42.8944499, -75.6455043]",12264,14061,18110,19201,22526,13696,1803
Southern Virginia University,https://www.niche.com/colleges/southern-virginia-university/,1390,23274,8188,19108,19108,4200,4950,1500,36000,"BUENA VISTA, VA","1 UNIVERSITY HILL DR BUENA VISTA, VA 24416",19:1,99,Rolling Admissions,46,82,1010,43,9,36,58,Private,"[37.7403215, -79.3502828]",18862,17135,20423,21280,25220,19108,1053
Lindsey Wilson College,https://www.niche.com/colleges/lindsey-wilson-college/,1391,13056,25764,27808,27808,3520,6166,1000,28800,"COLUMBIA, KY","210 LINDSEY WILSON ST COLUMBIA, KY 42728",12:1,100,Rolling Admissions,37,85,1541,212,13,53,51,Private,"[37.1024099, -85.3001964]",13974,13348,14422,16323,16657,27808,1753
CUNY New York City College of Technology,https://www.niche.com/colleges/cuny-new-york-city-college-of-technology/,1392,6406,8797,7320,15270,-1,-1,1364,40600,"BROOKLYN, NY","300 JAY ST BROOKLYN, NY 11201",15:1,82,February 1,21,88,8427,0,28,73,-1,Public College,"[40.6955009, -73.9875019]",4548,5486,8400,10153,12069,11295,8427
Bellevue College,https://www.niche.com/colleges/bellevue-college/,1393,11404,6823,4159,9838,10560,-1,702,43500,"BELLEVUE, WA","3000 LANDERHOLM CIR SE BELLEVUE, WA 98007",19:1,100,Rolling Admissions,30,86,5547,0,28,12,3,Public College,"[47.5843972, -122.1490098]",7534,7444,10259,12155,15744,6998,5547
Salem State University,https://www.niche.com/colleges/salem-state-university/,1394,19277,8562,11978,18961,10384,3866,1200,43500,"SALEM, MA","352 LAFAYETTE ST SALEM, MA 01970",10:1,93,Rolling Admissions,55,94,3924,0,16,45,7,Public College,"[42.504218, -70.8910105]",12977,15185,17901,20613,24357,15469,3924
St. Thomas Aquinas College,https://www.niche.com/colleges/st-thomas-aquinas-college/,1395,21745,29710,39450,39450,9150,7260,1250,46900,"SPARKILL, NY","125 ROUTE 340 SPARKILL, NY 10976",23:1,89,Rolling Admissions,54,94,1859,0,11,33,37,Private,"[41.0420917, -73.9368315]",11113,18312,26305,26601,27181,39450,1859
Broward College,https://www.niche.com/colleges/broward-college/,1396,15252,6131,2830,8952,-1,-1,3004,34900,"FORT LAUDERDALE, FL","111 EAST LAS OLAS BLVD FORT LAUDERDALE, FL 33301",27:1,100,Rolling Admissions,35,88,9220,0,30,61,1,Public College,"[26.1196077, -80.1418644]",12289,13706,15874,18087,19949,5891,9220
Lincoln University - Missouri,https://www.niche.com/colleges/lincoln-university-missouri/,1397,11199,8771,8386,15616,5600,3930,2000,31400,"JEFFERSON CITY, MO","820 CHESTNUT ST JEFFERSON CITY, MO 65101",13:1,100,Rolling Admissions,29,91,1184,546,10,56,21,Public College,"[38.5646955, -92.1694085]",8225,8357,11013,12230,12447,12001,1730
Allen University,https://www.niche.com/colleges/allen-university/,1398,13774,11268,13422,13422,2888,5696,1000,23300,"COLUMBIA, SC","1530 HARDEN ST COLUMBIA, SC 29204",11:1,43,Rolling Admissions,8,87,576,27,7,90,34,Private,"[34.0102352, -81.02063]",13399,12912,13921,18069,22959,13422,603
San Joaquin Valley College - Visalia,https://www.niche.com/colleges/san-joaquin-valley-college-visalia/,1399,25264,4378,16787,16787,-1,-1,0,28300,"VISALIA, CA","8344 W MINERAL KING AVE VISALIA, CA 93291",30:1,100,Rolling Admissions,32,81,2265,0,71,79,-1,Private,"[36.327913, -119.384978]",25036,25131,27038,28099,29593,16787,2265
SUNY Purchase College,https://www.niche.com/colleges/suny-purchase-college/,1400,19434,10312,8953,18863,9280,5740,1240,35200,"PURCHASE, NY","735 ANDERSON HILL RD PURCHASE, NY 10577",11:1,75,March 1,67,93,2855,252,7,36,7,Public College,"[41.0465249, -73.7003796]",13804,17108,21116,22164,26340,13908,3107
Pasco-Hernando State College,https://www.niche.com/colleges/pasco-hernando-state-college/,1401,3919,7519,3155,12032,-1,-1,1440,29700,"NEW PORT RICHEY, FL","10230 RIDGE RD NEW PORT RICHEY, FL 34654",24:1,100,Rolling Admissions,36,82,3263,0,20,45,4,Public College,"[28.2757149, -82.6463347]",1879,2761,5062,7247,8026,7593,3263
Mary Baldwin University,https://www.niche.com/colleges/mary-baldwin-university/,1402,18746,24389,32732,32732,-1,-1,900,37200,"STAUNTON, VA","101 E FREDERICK ST STAUNTON, VA 24401",7:1,100,Rolling Admissions,45,89,1088,226,25,56,25,Private,"[38.1510401, -79.0714408]",16914,15988,18466,18693,22192,32732,1314
Johnson & Wales University - Charlotte,https://www.niche.com/colleges/johnson-and-wales-university-charlotte/,1403,29238,28061,39792,39792,10598,4514,1400,38800,"CHARLOTTE, NC","ACADEMIC CENTER 801 WEST TRADE ST CHARLOTTE, NC 28202",15:1,73,Rolling Admissions,53,94,1231,31,4,55,14,Private,"[35.2334846, -80.8511679]",25907,26780,28654,30323,33851,39792,1262
University of Arkansas Grantham,https://www.niche.com/colleges/university-of-arkansas-grantham/,1404,9546,5765,8280,8280,-1,-1,0,0,Online,"2404 N UNIVERSITY AVE LITTLE ROCK, AR 72207",28:1,100,-,25,-1,1454,0,87,80,-1,Public College,"[34.775549, -92.3426283]",8811,10815,8731,13611,12851,8280,1454
Hood College,https://www.niche.com/colleges/hood-college/,1405,23624,34047,44500,44500,6800,6800,1320,45300,"FREDERICK, MD","401 ROSEMONT AVE FREDERICK, MD 21701",8:1,78,Rolling Admissions,61,89,1152,50,8,32,34,Private,"[39.4213986, -77.4202281]",12803,15283,17455,15965,24280,44500,1202
Arizona Christian University,https://www.niche.com/colleges/arizona-christian-university/,1406,28755,19174,32498,32498,5100,6500,1600,32200,"GLENDALE, AZ","1 W FIRESTORM WAY GLENDALE, AZ 85306",19:1,70,Rolling Admissions,45,83,933,149,11,36,45,Private,"[33.62098, -112.18074]",24298,26066,30446,31393,30955,32498,1082
Houghton University,https://www.niche.com/colleges/houghton-university/,1407,21550,8587,17800,17800,5446,4890,1000,37400,"HOUGHTON, NY","1 WILLARD AVE HOUGHTON, NY 14744",10:1,77,Rolling Admissions,60,91,712,93,6,47,33,Private,"[42.4280064, -78.1547582]",16492,16611,19918,21757,24886,17800,805
East-West University,https://www.niche.com/colleges/east-west-university/,1408,19792,9941,23400,23400,-1,-1,900,25700,"CHICAGO, IL","816 S MICHIGAN AVE CHICAGO, IL 60605",34:1,100,Rolling Admissions,12,87,529,0,14,82,-1,Private,"[41.871263, -87.62474]",18325,25186,26634,27915,17689,23400,529
Navajo Technical University,https://www.niche.com/colleges/navajo-technical-university/,1409,2770,5425,3278,3278,2600,5472,2600,16100,"CROWNPOINT, NM","LOWER POINT RD STATE RD 371 CROWNPOINT, NM 87313",7:1,100,Rolling Admissions,9,68,526,804,46,69,6,Public College,"[35.6843425, -108.1455848]",3537,2450,4744,5448,-1,3278,1330
Keuka College,https://www.niche.com/colleges/keuka-college/,1410,28397,25528,39292,39292,6272,6419,1300,43800,"KEUKA PARK, NY","141 CENTRAL AVE KEUKA PARK, NY 14478",11:1,93,Rolling Admissions,52,94,841,6,3,44,31,Private,"[42.6151528, -77.0905346]",23827,24479,24976,30821,32028,39292,847
Framingham State University,https://www.niche.com/colleges/framingham-state-university/,1411,17715,8069,11920,18000,9020,4670,1200,45800,"FRAMINGHAM, MA","100 STATE ST FRAMINGHAM, MA 01701",12:1,87,February 15,55,95,2473,497,13,46,14,Public College,"[42.2974452, -71.4355552]",12242,12997,17245,22934,24724,14960,2970
Pierce College at Fort Steilacoom,https://www.niche.com/colleges/pierce-college-at-fort-steilacoom/,1412,8495,6177,4539,4902,7800,-1,1000,36500,"LAKEWOOD, WA","9401 FARWEST DR SW LAKEWOOD, WA 98498",25:1,100,Rolling Admissions,38,80,4496,0,43,28,3,Public College,"[47.1719874, -122.5709782]",5903,7192,8633,11990,13705,4720,4496
Penn State Harrisburg,https://www.niche.com/colleges/penn-state-harrisburg/,1413,22096,8882,15904,26370,9368,5610,1840,50100,"MIDDLETOWN, PA","777 WEST HARRISBURG PIKE MIDDLETOWN, PA 17057",13:1,96,Rolling Admissions,25,94,3788,275,7,27,4,Public College,"[40.2052124, -76.7419886]",18236,17759,22395,27788,29323,21137,4063
Georgia Military College,https://www.niche.com/colleges/georgia-military-college/,1414,10544,8638,7043,7043,3150,4350,720,30500,"MILLEDGEVILLE, GA","201 E GREENE ST MILLEDGEVILLE, GA 31061",14:1,100,Rolling Admissions,37,86,2586,0,21,58,10,Public College,"[33.0795562, -83.2242329]",11947,14432,14547,16234,-1,7043,2586
Keystone College,https://www.niche.com/colleges/keystone-college/,1415,15559,15368,17450,17450,6000,5900,600,33100,"LA PLUME, PA","ONE COLLEGE GREEN LA PLUME, PA 18440",11:1,81,Rolling Admissions,43,93,812,248,22,99,40,Private,"[41.5593785, -75.7757506]",15460,11358,12548,20043,29382,17450,1060
Centenary University,https://www.niche.com/colleges/centenary-university/,1416,21935,27592,36636,36636,8270,4500,1000,45800,"HACKETTSTOWN, NJ","400 JEFFERSON ST HACKETTSTOWN, NJ 07840",9:1,97,Rolling Admissions,62,93,961,65,11,40,22,Private,"[40.8490195, -74.8329357]",17405,12390,18357,19045,27266,36636,1026
The Ohio State University - Lima,https://www.niche.com/colleges/the-ohio-state-university-lima/,1417,13086,5766,8944,33181,-1,-1,1012,46100,"LIMA, OH","4240 CAMPUS DR LIMA, OH 45804",18:1,100,July 15,21,94,672,146,7,33,-1,Public College,"[40.7379037, -84.0264107]",9465,9790,11823,15421,16878,21062,818
School of the Art Institute of Chicago,https://www.niche.com/colleges/school-of-the-art-institute-of-chicago/,1418,53923,18290,54530,54530,13900,2650,2350,33500,"CHICAGO, IL","36 S WABASH CHICAGO, IL 60603",8:1,79,January 15,67,83,2529,233,6,20,-1,Private,"[41.8810506, -87.6266157]",41516,42134,44256,48480,53362,54530,2762
Adams State University,https://www.niche.com/colleges/adams-state-university/,1419,13224,9524,9775,21847,4020,5200,1800,35200,"ALAMOSA, CO","208 EDGEMONT BLVD ALAMOSA, CO 81101",8:1,99,Rolling Admissions,28,87,1310,111,9,54,50,Public College,"[37.4704117, -105.8801344]",10833,10184,12214,17988,20686,15811,1421
Fisher College,https://www.niche.com/colleges/fisher-college/,1420,26257,25406,35013,35013,-1,-1,2000,34900,"BOSTON, MA","118 BEACON ST BOSTON, MA 02116",12:1,74,Rolling Admissions,26,91,624,688,40,66,22,Private,"[42.355305, -71.0741679]",23556,26052,26194,27465,29751,35013,1312
Albright College,https://www.niche.com/colleges/albright-college/,1421,21496,21420,27020,27020,8770,6170,1300,46700,"READING, PA","1621 N 13TH ST READING, PA 19612",10:1,85,Rolling Admissions,48,94,1211,87,9,61,33,Private,"[40.3602961, -75.9106219]",16615,18313,19917,27031,30370,27020,1298
School of Visual Arts,https://www.niche.com/colleges/school-of-visual-arts/,1422,59053,14401,51400,51400,19200,-1,1868,41800,"NEW YORK, NY","209 E 23RD ST NEW YORK, NY 10010",6:1,87,Rolling Admissions,74,88,3472,61,5,15,-1,Private,"[40.7387375, -73.9822226]",47345,51017,57521,59405,61245,51400,3533
Alice Lloyd College,https://www.niche.com/colleges/alice-lloyd-college/,1423,16596,11214,14250,14250,3690,3970,1600,31700,"PIPPA PASSES, KY","100 PURPOSE RD PIPPA PASSES, KY 41844",17:1,98,Rolling Admissions,40,85,531,34,2,59,38,Private,"[37.3350035, -82.8732409]",15304,14371,16484,17892,20019,14250,565
Delaware Valley University,https://www.niche.com/colleges/delaware-valley-university/,1424,29256,28430,42120,42120,7030,8250,1000,42100,"DOYLESTOWN, PA","700 E BUTLER AVE DOYLESTOWN, PA 18901",13:1,95,Rolling Admissions,54,94,1537,240,7,29,32,Private,"[40.2986096, -75.1584597]",22211,22536,26324,28424,32892,42120,1777
Tusculum University,https://www.niche.com/colleges/tusculum-university/,1425,20414,22630,27208,27208,5642,4400,2928,38300,"GREENEVILLE, TN","60 SHILOH RD GREENEVILLE, TN 37743",14:1,81,Rolling Admissions,34,91,888,223,21,47,68,Private,"[36.1718511, -82.7619393]",18552,18286,20787,20438,25208,27208,1111
Spartan Colleges of Aeronautics and Technology - Tulsa,https://www.niche.com/colleges/spartan-colleges-of-aeronautics-and-technology-tulsa/,1426,26767,9354,19591,19591,4000,-1,5998,44600,"TULSA, OK","8820 EAST PINE ST TULSA, OK 74115",7:1,100,Rolling Admissions,65,88,639,0,51,25,-1,Private,"[36.1766512, -95.8789699]",28520,31381,29613,38355,30286,19591,639
Bethany College - West Virginia,https://www.niche.com/colleges/bethany-college-west-virginia/,1427,17605,30005,32640,32640,5780,6210,1200,40400,"BETHANY, WV","31 E CAMPUS DR BETHANY, WV 26032",12:1,65,Rolling Admissions,42,92,593,6,1,52,76,Private,"[40.2047718, -80.5618384]",10376,12330,12008,16749,15240,32640,599
Stillman College,https://www.niche.com/colleges/stillman-college/,1428,15574,12049,11392,11392,5984,4070,2034,28200,"TUSCALOOSA, AL","3601 STILLMAN BLVD TUSCALOOSA, AL 35401",11:1,65,February 15,25,91,608,136,23,67,23,Private,"[33.198388, -87.5857728]",15446,15874,17667,24823,16894,11392,744
University of Pittsburgh at Greensburg,https://www.niche.com/colleges/university-of-pittsburgh-at-greensburg/,1429,18194,10466,14630,26504,7330,4490,758,53900,"GREENSBURG, PA","121 LYNCH DR GREENSBURG, PA 15601",16:1,98,Rolling Admissions,39,94,1268,58,6,39,11,Public College,"[40.27540440776959, -79.53077634304591]",10919,12141,18142,23108,24100,20567,1326
Quincy College,https://www.niche.com/colleges/quincy-college/,1430,14744,7293,7344,7344,-1,-1,2000,41800,"QUINCY, MA","1250 HANCOCK ST QUINCY, MA 02169",18:1,100,-,16,89,833,0,53,47,4,Public College,"[42.252425, -71.0031164]",12989,13172,15302,17899,18028,7344,833
College of Health Care Professions - Houston Northwest,https://www.niche.com/colleges/college-of-health-care-professions-houston-northwest/,1431,30927,5292,-1,-1,-1,-1,-1,28600,"HOUSTON, TX","12230 NORTHWEST FREEWAY HOUSTON, TX 77092",31:1,100,Rolling Admissions,53,84,3201,0,62,68,-1,Private,"[29.8361426, -95.4852245]",31290,30777,34034,35512,30047,-1,3201
Belmont Abbey College,https://www.niche.com/colleges/belmont-abbey-college/,1432,23522,9266,19500,19500,5996,4696,1000,38200,"BELMONT, NC","100 BELMONT-MT HOLLY RD BELMONT, NC 28012",13:1,97,Rolling Admissions,47,91,1346,129,8,26,70,Private,"[35.2612496, -81.0430234]",17915,17456,21269,24103,25305,19500,1475
The University of Olivet,https://www.niche.com/colleges/the-university-of-olivet/,1433,21394,23361,32694,32694,-1,-1,1200,38400,"OLIVET, MI","320 SOUTH MAIN ST OLIVET, MI 49076",15:1,85,Rolling Admissions,44,94,841,19,5,54,83,Private,"[42.4408836, -84.9219606]",20286,20265,20658,24160,24533,32694,860
California College of the Arts,https://www.niche.com/colleges/california-college-of-the-arts/,1434,47862,27563,53856,53856,14400,6790,1500,37200,"SAN FRANCISCO, CA","145 HOOPER STREET SAN FRANCISCO, CA 94107",6:1,76,February 1,72,86,1086,59,13,27,-1,Private,"[37.7677455, -122.3993494]",29280,35316,34816,37923,53405,53856,1145
Southwest University,https://www.niche.com/colleges/southwest-university/,1435,18064,5946,16000,16000,-1,-1,1400,0,"EL PASO, TX","1414 GERONIMO EL PASO, TX 79925",18:1,100,Rolling Admissions,77,82,1596,0,61,90,-1,Private,"[31.7882826, -106.4129766]",18054,18844,17496,-1,18675,16000,1596
Western Technical College - Texas,https://www.niche.com/colleges/western-technical-college-texas/,1436,5398,1701,-1,-1,-1,-1,-1,28800,"EL PASO, TX","9624 PLAZA CIRCLE EL PASO, TX 79927",11:1,100,Rolling Admissions,64,82,707,621,55,52,-1,Private,"[31.6756623, -106.3194666]",30148,31434,31934,32434,25921,-1,1328
Unity Environmental University,https://www.niche.com/colleges/unity-environmental-university/,1437,18554,3465,12640,12640,6800,5304,500,34100,"NEW GLOUCESTER, ME","70 FARM VIEW DR SUITE 200 NEW GLOUCESTER, ME 04260",61:1,94,Rolling Admissions,53,92,6643,48,63,76,0,Private,"[43.9057221, -70.2571773]",18283,19057,20105,21443,21676,12640,6691
Polk State College,https://www.niche.com/colleges/polk-state-college/,1438,9588,3168,3366,12272,-1,-1,2000,31800,"WINTER HAVEN, FL","999 AVE H NE WINTER HAVEN, FL 33881",21:1,100,Rolling Admissions,33,88,3023,0,29,51,4,Public College,"[28.031946, -81.7124454]",8525,9488,10087,9554,9433,7819,3023
