name,url,rank,net cost,aid,in-state tuition,out-state tuition,housing,meals,books,median earnings,location,address,student-faculty ratio,acceptance rate,application deadline,graduation rate,employed 2 years post graduation,full-time undergraduates,part-time undergrads,undergrads over 25,pell-grant recipients,varsity athletes,public/private,coordinates,<$30k,$30-48k,$49-75k,$76-110k,$110k+,tuition,undergrads
Nelson University,https://www.niche.com/colleges/nelson-university/,801,19217,12672,11424,11424,3650,5034,1352,35700,"WAXAHACHIE, TX","1200 SYCAMORE WAXAHACHIE, TX 75165",15:1,86,Rolling Admissions,42,89,1282,209,21,51,46,Private,"[32.4040004, -96.8529359]",17856,20082,21800,21414,22598,11424,1491
Ithaca College,https://www.niche.com/colleges/ithaca-college/,802,35858,29677,48276,48276,9066,6868,850,52300,"ITHACA, NY","953 DANBY RD ITHACA, NY 14850",10:1,75,February 1,74,96,4521,98,1,18,16,Private,"[42.42216, -76.5000393]",22257,25635,28486,34424,41887,48276,4619
Georgia Gwinnett College,https://www.niche.com/colleges/georgia-gwinnett-college/,803,10981,7243,5354,16994,10518,3798,1510,0,"LAWRENCEVILLE, GA","1000 UNIVERSITY CENTER LN LAWRENCEVILLE, GA 30043",19:1,94,May 2,20,89,7795,0,18,62,2,Public College,"[33.97847835127949, -84.00212231482757]",10253,10711,13105,15182,16102,11174,7795
Coe College,https://www.niche.com/colleges/coe-college/,804,21237,43143,50664,50664,5194,5726,1000,46200,"CEDAR RAPIDS, IA","1220 FIRST AVE NE CEDAR RAPIDS, IA 52402",9:1,73,March 1,65,95,1242,22,1,45,40,Private,"[41.9862432, -91.6571352]",13308,14017,16005,21051,26199,50664,1264
Piedmont University,https://www.niche.com/colleges/piedmont-university/,805,18792,24065,28970,28970,6320,5242,1298,40600,"DEMOREST, GA","1021 CENTRAL AVE DEMOREST, GA 30535",10:1,64,July 15,48,93,1135,110,19,37,45,Private,"[34.5661616, -83.5435459]",15746,15057,17733,22355,21952,28970,1245
Longwood University,https://www.niche.com/colleges/longwood-university/,806,21772,10332,13816,19906,8904,4510,1230,41500,"FARMVILLE, VA","201 HIGH ST FARMVILLE, VA 23909",11:1,88,February 1,67,96,2871,283,4,28,9,Public College,"[37.3012698, -78.3944779]",13115,15366,18034,22918,26455,16861,3154
Roanoke College,https://www.niche.com/colleges/roanoke-college/,807,29169,36176,38068,38068,7716,8190,1000,44700,"SALEM, VA","221 COLLEGE LN SALEM, VA 24153",10:1,80,March 1,71,95,1759,67,3,27,30,Private,"[37.2957988, -80.0553934]",21184,21167,23890,28913,32622,38068,1826
SUNY Fredonia,https://www.niche.com/colleges/suny-fredonia/,808,15795,10794,8767,18677,7950,6230,1150,41700,"FREDONIA, NY","280 CENTRAL AVE FREDONIA, NY 14063",12:1,85,Rolling Admissions,60,96,3111,101,4,40,11,Public College,"[42.4521203, -79.337404]",9728,12892,15821,17382,19844,13722,3212
Bethel University - Indiana,https://www.niche.com/colleges/bethel-university-indiana/,809,18746,23114,34000,34000,4760,5290,1300,37800,"MISHAWAKA, IN","1001 BETHEL CIRCLE MISHAWAKA, IN 46545",11:1,99,Rolling Admissions,57,93,1021,129,11,41,50,Private,"[41.6784045, -86.1940545]",13544,14497,18885,20958,23184,34000,1150
Florida Polytechnic University,https://www.niche.com/colleges/florida-polytechnic-university/,810,12373,9147,4940,21005,6941,4276,1200,41700,"LAKELAND, FL","4700 RESEARCH WAY LAKELAND, FL 33805",18:1,57,March 1,47,90,1361,170,4,33,-1,Public College,"[28.1502503, -81.8460413]",5954,7634,9176,13933,13704,12972,1531
Eastern Kentucky University,https://www.niche.com/colleges/eastern-kentucky-university/,811,10806,10583,9830,10900,6230,4130,0,36100,"RICHMOND, KY","521 LANCASTER AVE RICHMOND, KY 40475",16:1,64,August 1,49,90,9515,0,20,45,4,Public College,"[37.7429549, -84.300673]",8403,7357,9896,13291,14314,10365,9515
Simpson University,https://www.niche.com/colleges/simpson-university/,812,25251,27704,37480,37480,6300,5600,1200,34500,"REDDING, CA","2211 COLLEGE VIEW DR REDDING, CA 96003",11:1,67,Rolling Admissions,47,87,643,86,32,40,56,Private,"[40.6132796, -122.3303958]",22475,19423,25580,23172,29693,37480,729
Santa Fe College,https://www.niche.com/colleges/santa-fe-college/,813,11380,2426,2563,9189,-1,-1,783,34600,"GAINESVILLE, FL","3000 NORTHWEST 83RD ST GAINESVILLE, FL 32606",20:1,100,August 1,51,87,5359,0,22,37,2,Public College,"[29.6803396, -82.4331354]",9673,10165,11557,12622,12865,5876,5359
Knox College,https://www.niche.com/colleges/knox-college/,814,26882,37015,57075,57075,5091,5235,1200,39700,"GALESBURG, IL","2 E SOUTH ST GALESBURG, IL 61401",8:1,73,January 15,75,91,1047,11,2,27,30,Private,"[40.9434423, -90.3700122]",19700,17830,21553,24715,33402,57075,1058
Kutztown University of Pennsylvania,https://www.niche.com/colleges/kutztown-university-of-pennsylvania/,815,20776,7563,11230,15628,6940,4370,1200,41600,"KUTZTOWN, PA","15200 KUTZTOWN RD KUTZTOWN, PA 19530",18:1,96,Rolling Admissions,56,95,5937,560,7,35,9,Public College,"[40.510485, -75.782953]",15278,15551,18936,22240,25314,13429,6497
South Texas College,https://www.niche.com/colleges/south-texas-college/,816,1692,7799,4530,7500,-1,-1,1200,30300,"MCALLEN, TX","3201 W PECAN MCALLEN, TX 78501",22:1,100,Rolling Admissions,26,87,8427,0,26,71,-1,Public College,"[26.216972, -98.2535948]",1163,1643,3588,5234,5864,6015,8427
Christian Brothers University,https://www.niche.com/colleges/christian-brothers-university/,817,18612,26964,37300,37300,-1,-1,1327,44200,"MEMPHIS, TN","650 EAST PARKWAY SOUTH MEMPHIS, TN 38104",7:1,88,Rolling Admissions,60,91,1002,251,7,46,29,Private,"[35.1280713, -89.9825002]",10835,11528,16413,17036,14945,37300,1253
Colorado State University Pueblo,https://www.niche.com/colleges/colorado-state-university-pueblo/,818,13033,10649,10641,18958,6300,4920,1854,37500,"PUEBLO, CO","2200 BONFORTE BLVD PUEBLO, CO 81001",14:1,99,Rolling Admissions,35,88,2518,0,17,47,24,Public College,"[38.3094745, -104.5777069]",9468,10023,13022,13063,18871,14799,2518
Pace University,https://www.niche.com/colleges/pace-university/,819,33363,33911,51382,51382,-1,-1,800,60300,"NEW YORK, NY","ONE PACE PLAZA NEW YORK, NY 10038",10:1,83,February 15,61,91,7480,743,6,33,5,Private,"[40.711094, -74.0048238]",26683,25995,29361,31338,35246,51382,8223
Marietta College,https://www.niche.com/colleges/marietta-college/,820,22895,28786,38874,38874,6890,5234,1364,45800,"MARIETTA , OH","215 FIFTH ST  MARIETTA , OH 45750",8:1,83,Rolling Admissions,50,95,1027,82,1,24,51,Private,"[39.4164839, -81.4489141]",16908,15010,18258,20750,26798,38874,1109
Young Harris College,https://www.niche.com/colleges/young-harris-college/,821,18910,25643,30800,30800,5130,6576,0,37900,"YOUNG HARRIS, GA","1 COLLEGE ST YOUNG HARRIS, GA 30582",11:1,77,Rolling Admissions,49,92,893,618,1,38,37,Private,"[34.9340787, -83.8468009]",14000,15085,18524,21639,20358,30800,1511
Oklahoma Baptist University,https://www.niche.com/colleges/oklahoma-baptist-university/,822,24672,20947,32880,32880,3630,4390,1350,40500,"SHAWNEE, OK","500 W UNIVERSITY ST SHAWNEE, OK 74804",13:1,51,Rolling Admissions,54,92,1268,62,6,29,33,Private,"[35.3592623, -96.9381022]",16729,17720,20801,23152,26099,32880,1330
Wheaton College - Massachusetts,https://www.niche.com/colleges/wheaton-college-massachusetts/,823,32863,41665,60230,60230,7850,6950,940,47600,"NORTON, MA","26 E MAIN ST NORTON, MA 02766",11:1,80,January 15,80,93,1656,11,0,20,23,Private,"[41.9683492, -71.1859966]",25906,24415,29929,31491,35630,60230,1667
Frostburg State University,https://www.niche.com/colleges/frostburg-state-university/,824,16114,9667,9804,24684,5626,5878,1500,44600,"FROSTBURG, MD","101 BRADDOCK RD FROSTBURG, MD 21532",11:1,88,February 1,49,95,2528,735,12,41,26,Public College,"[39.6490297, -78.934018]",11492,13917,18173,19843,22095,17244,3263
Gannon University,https://www.niche.com/colleges/gannon-university/,825,22200,26172,36865,36865,8130,6980,1176,48100,"ERIE, PA","109 W SIXTH ST ERIE, PA 16541",9:1,81,Rolling Admissions,70,96,2533,558,4,32,27,Private,"[42.1285057, -80.0868981]",13470,13383,16510,21796,23061,36865,3091
Saint Joseph's University - Lancaster,https://www.niche.com/colleges/saint-josephs-university-lancaster/,826,33047,6133,30821,30821,-1,-1,2600,54300,"LANCASTER, PA","850 GREENFIELD RD LANCASTER, PA 17601",13:1,46,Rolling Admissions,58,93,555,0,55,34,-1,Private,"[40.0614247, -76.2479113]",28074,32400,33544,37723,38413,30821,555
Southern Utah University,https://www.niche.com/colleges/southern-utah-university/,827,12681,9369,3385,10293,4038,4378,800,39800,"CEDAR CITY, UT","351 WEST UNIVERSITY BLVD CEDAR CITY, UT 84720",23:1,84,Rolling Admissions,58,86,8085,0,22,25,5,Public College,"[37.6751932, -113.0674218]",8203,8360,10915,13907,15506,6839,8085
University of Connecticut - Hartford,https://www.niche.com/colleges/university-of-connecticut-hartford/,828,11779,12246,16650,39318,-1,-1,950,0,"HARTFORD, CT","10 PROSPECT ST HARTFORD, CT 06103",unlisted,97,May 1,62,-1,1422,113,5,50,-1,Public College,"[41.762769, -72.6724384]",6780,8843,11645,17371,19996,27984,1535
Lourdes University,https://www.niche.com/colleges/lourdes-university/,829,22634,18038,26790,26790,6200,5800,1247,36500,"SYLVANIA, OH","6832 CONVENT BLVD SYLVANIA, OH 43560",7:1,61,Rolling Admissions,50,91,618,346,13,41,65,Private,"[41.7115923, -83.7064783]",22205,17105,23487,25906,24199,26790,964
University of Wisconsin - Oshkosh,https://www.niche.com/colleges/university-of-wisconsin-oshkosh/,830,12827,4450,7795,15368,5209,3460,1000,42700,"OSHKOSH, WI","800 ALGOMA BLVD OSHKOSH, WI 54901",19:1,89,Rolling Admissions,58,96,6759,0,8,28,8,Public College,"[44.0266026, -88.5507607]",9754,10885,13768,17172,18300,11581,6759
Franciscan University of Steubenville,https://www.niche.com/colleges/franciscan-university-of-steubenville/,831,25310,16779,31080,31080,5250,4140,1200,37700,"STEUBENVILLE, OH","1235 UNIVERSITY BLVD STEUBENVILLE, OH 43952",14:1,67,Rolling Admissions,76,90,2424,361,6,23,15,Private,"[40.375572, -80.6202642]",23289,18540,23737,23267,26327,31080,2785
Truett McConnell University,https://www.niche.com/colleges/truett-mcconnell-university/,832,18835,16297,24440,24440,4224,4632,1600,32600,"CLEVELAND, GA","100 ALUMNI DR. CLEVELAND, GA 30528",15:1,81,Rolling Admissions,46,88,827,0,3,33,58,Private,"[34.5962223, -83.748863]",17498,17556,20356,22324,21777,24440,827
Houston Christian University,https://www.niche.com/colleges/houston-christian-university/,833,19515,26908,36750,36750,5580,4605,1000,45800,"HOUSTON, TX","7502 FONDREN RD HOUSTON, TX 77074",13:1,84,Rolling Admissions,49,91,2153,670,15,62,17,Private,"[29.6951599, -95.5155771]",17225,18006,20096,23117,25251,36750,2823
Rasmussen University - St. Cloud,https://www.niche.com/colleges/rasmussen-university-st-cloud/,834,17858,6286,11205,11205,-1,-1,72,32600,"ST. CLOUD, MN","226 PARK AVE SOUTH ST. CLOUD, MN 56301",11:1,100,Rolling Admissions,48,85,1374,0,67,60,-1,Private,"[45.5480859, -94.2063593]",18240,19745,21298,23390,21790,11205,1374
Marist College,https://www.niche.com/colleges/marist-college/,835,39364,22904,46920,46920,10750,6400,1125,56900,"POUGHKEEPSIE, NY","3399 NORTH RD POUGHKEEPSIE, NY 12601",15:1,63,February 15,81,95,4919,556,2,14,13,Private,"[41.7232685, -73.9328093]",24780,29650,33311,36118,41602,46920,5475
Bismarck State College,https://www.niche.com/colleges/bismarck-state-college/,836,11309,4239,5143,7227,3832,3998,1100,44800,"BISMARCK, ND","1500 EDWARDS AVE BISMARCK, ND 58506",12:1,100,Rolling Admissions,51,93,1821,0,26,25,7,Public College,"[46.8213426, -100.8170183]",7644,8415,11474,13530,14478,6185,1821
University of Minnesota Rochester,https://www.niche.com/colleges/university-of-minnesota-rochester/,837,12613,11833,14400,14400,8041,-1,1000,51900,"ROCHESTER, MN","111 SOUTH BROADWAY STE 300 ROCHESTER, MN 55904",14:1,72,Rolling Admissions,59,94,595,35,5,36,0,Public College,"[44.0225527, -92.4634785]",5830,7158,10606,17642,24925,14400,630
Central Connecticut State University,https://www.niche.com/colleges/central-connecticut-state-university/,838,17088,6212,12106,24994,7314,5350,1600,47900,"NEW BRITAIN, CT","1615 STANLEY ST NEW BRITAIN, CT 06050",12:1,77,Rolling Admissions,53,94,6080,0,17,33,6,Public College,"[41.6902528, -72.7700516]",11705,12494,14913,17462,20234,18550,6080
Menlo College,https://www.niche.com/colleges/menlo-college/,839,29151,34632,53630,53630,-1,-1,1152,50900,"ATHERTON, CA","1000 EL CAMINO REAL ATHERTON, CA 94027",16:1,62,March 15,57,89,776,24,7,32,48,Private,"[37.4565494, -122.1922704]",21603,24072,19604,29781,35083,53630,800
McNeese State University,https://www.niche.com/colleges/mcneese-state-university/,840,10154,9540,8440,9940,6060,3818,1300,38200,"LAKE CHARLES, LA","4205 RYAN ST LAKE CHARLES, LA 70605",18:1,71,August 1,46,90,4471,0,13,34,8,Public College,"[30.1811561, -93.218069]",7752,7185,10909,12415,12877,9190,4471
Fisk University,https://www.niche.com/colleges/fisk-university/,841,20578,18580,23578,23578,6568,4932,2000,35000,"NASHVILLE, TN","1000 17TH AVE NORTH NASHVILLE, TN 37208",12:1,71,July 15,56,92,983,26,4,58,10,Private,"[36.1670496, -86.8032832]",31472,29087,30094,37036,20335,23578,1009
Colorado Mesa University,https://www.niche.com/colleges/colorado-mesa-university/,842,15085,9209,8508,21535,6150,5372,1440,36800,"GRAND JUNCTION, CO","1100 NORTH AVE GRAND JUNCTION, CO 81501",21:1,82,Rolling Admissions,39,89,8681,224,15,34,8,Public College,"[39.0776802, -108.5550754]",11845,12776,15088,19080,20237,15021,8905
Claflin University,https://www.niche.com/colleges/claflin-university/,843,19951,13707,17046,17046,4030,5450,1900,28500,"ORANGEBURG, SC","400 MAGNOLIA ST ORANGEBURG, SC 29115",13:1,78,Rolling Admissions,50,91,1618,131,17,93,8,Private,"[33.49895, -80.8542089]",19552,19589,26813,27220,27462,17046,1749
Carthage College,https://www.niche.com/colleges/carthage-college/,844,26209,20535,36500,36500,-1,-1,1200,44700,"KENOSHA, WI","2001 ALFORD PARK DR KENOSHA, WI 53140",13:1,82,Rolling Admissions,65,96,2481,78,2,29,28,Private,"[42.6223812, -87.821044]",13172,13491,20806,21194,32942,36500,2559
Woodbury University,https://www.niche.com/colleges/woodbury-university/,845,32182,23816,45562,45562,9106,5406,1152,48200,"BURBANK, CA","7500 N. GLENOAKS BLVD BURBANK, CA 91504",8:1,63,Rolling Admissions,55,90,798,70,18,49,-1,Private,"[34.2084381, -118.3411376]",27545,28099,26454,35185,36379,45562,868
Southern Connecticut State University,https://www.niche.com/colleges/southern-connecticut-state-university/,846,18712,7308,12828,26104,7660,6416,1200,45300,"NEW HAVEN, CT","501 CRESCENT ST NEW HAVEN, CT 06515",10:1,83,Rolling Admissions,53,94,5332,0,15,49,9,Public College,"[41.3316194, -72.9468517]",17542,17443,18091,20772,23564,19466,5332
Thomas More University,https://www.niche.com/colleges/thomas-more-university/,847,21962,23834,39700,39700,4300,5260,500,49400,"CRESTVIEW HILLS, KY","333 THOMAS MORE PARKWAY CRESTVIEW HILLS, KY 41017",12:1,94,Rolling Admissions,44,94,1243,19,1,36,48,Private,"[39.0227693, -84.5680904]",12814,12811,15958,21028,22295,39700,1262
Chadron State College,https://www.niche.com/colleges/chadron-state-college/,848,15727,8480,7834,7834,4360,4900,1200,38200,"CHADRON, NE","1000 MAIN ST CHADRON, NE 69337",14:1,100,Rolling Admissions,44,91,1474,341,19,35,27,Public College,"[42.8210069, -103.0025612]",12290,13573,14565,17496,18002,7834,1815
Miami University - Hamilton,https://www.niche.com/colleges/miami-university-hamilton/,849,10580,4955,7278,18847,-1,-1,1240,47100,"HAMILTON, OH","1601 UNIVERSITY BLVD HAMILTON, OH 45011",13:1,100,August 1,19,92,1637,614,16,36,-1,Public College,"[39.3774827, -84.5633158]",9509,9964,13044,14398,14889,13062,2251
Walsh University,https://www.niche.com/colleges/walsh-university/,850,20032,26172,33235,33235,5980,5720,790,43500,"NORTH CANTON, OH","2020 EAST MAPLE ST NORTH CANTON, OH 44720",11:1,72,Rolling Admissions,58,96,1343,215,12,28,39,Private,"[40.8733099, -81.3681211]",13740,15172,16453,18909,21799,33235,1558
Pacific University Oregon,https://www.niche.com/colleges/pacific-university-oregon/,851,33472,33340,52072,52072,7932,6476,1050,46600,"FOREST GROVE, OR","2043 COLLEGE WAY FOREST GROVE, OR 97116",5:1,94,Rolling Admissions,66,94,1510,129,8,30,38,Private,"[45.5209456, -123.1094312]",24772,28339,31539,31494,38285,52072,1639
The University of Akron,https://www.niche.com/colleges/the-university-of-akron/,852,14667,8525,12799,17239,7010,5400,1000,36500,"AKRON, OH","302 BUCHTEL COMMON AKRON, OH 44325",14:1,83,Rolling Admissions,48,91,8602,0,11,19,5,Public College,"[41.0758965, -81.5111219]",11804,11665,13623,17467,18957,15019,8602
SUNY Cortland,https://www.niche.com/colleges/suny-cortland/,853,18304,9369,8815,18725,8530,5430,1200,47000,"CORTLAND, NY","MILLER BUILDING CORTLAND, NY 13045",15:1,60,Rolling Admissions,69,95,5859,134,3,29,9,Public College,"[42.59938, -76.178483]",11822,14605,18365,19485,23382,13770,5993
Faulkner University,https://www.niche.com/colleges/faulkner-university/,854,20050,16238,23920,23920,3980,4250,1800,35400,"MONTGOMERY, AL","5345 ATLANTA HWY MONTGOMERY, AL 36109",8:1,82,Rolling Admissions,33,90,1207,585,41,60,29,Private,"[32.3834105, -86.2164108]",20384,16356,19408,20007,20872,23920,1792
Metropolitan State University of Denver,https://www.niche.com/colleges/metropolitan-state-university-of-denver/,855,14805,5930,8787,23766,-1,-1,1460,40200,"DENVER, CO","SPEER BLVD AND COLFAX AVE DENVER, CO 80217",16:1,98,Rolling Admissions,29,89,9855,0,37,41,3,Public College,"[39.740015, -104.9980416]",12938,13283,15763,19684,21745,16276,9855
Johnson C. Smith University,https://www.niche.com/colleges/johnson-c-smith-university/,856,20045,12911,19504,19504,4086,3014,1200,28400,"CHARLOTTE, NC","100 BEATTIES FORD RD CHARLOTTE, NC 28216",10:1,28,Rolling Admissions,43,93,988,64,16,72,24,Private,"[35.2436381, -80.8552613]",19031,18437,21783,25945,25504,19504,1052
Converse University,https://www.niche.com/colleges/converse-university/,857,19653,14959,24790,24790,-1,-1,1250,33900,"SPARTANBURG, SC","580 E MAIN ST SPARTANBURG, SC 29302",9:1,56,Rolling Admissions,57,89,821,31,6,38,44,Private,"[34.9554923, -81.9179286]",17881,18009,17843,20084,22763,24790,852
Eastern Washington University,https://www.niche.com/colleges/eastern-washington-university/,858,12827,9200,7521,24894,8090,5850,800,43100,"CHENEY, WA","526 5TH ST CHENEY, WA 99004",14:1,96,Rolling Admissions,50,91,6164,887,17,38,6,Public College,"[47.4901906, -117.5795494]",6350,6972,10071,16137,20221,16207,7051
ECPI University,https://www.niche.com/colleges/ecpi-university/,859,22578,6001,18484,18484,-1,-1,900,34600,"VIRGINIA BEACH, VA","5555 GREENWICH RD VIRGINIA BEACH, VA 23462",18:1,83,Rolling Admissions,51,88,11275,124,69,65,-1,Private,"[36.8425669, -76.1787698]",22319,22827,23707,25992,26033,18484,11399
Francis Marion University,https://www.niche.com/colleges/francis-marion-university/,860,12614,10108,10384,21544,8230,0,1107,33100,"FLORENCE, SC","4822 EAST PALMETTO ST FLORENCE, SC 29506",12:1,83,Rolling Admissions,39,93,2583,0,8,58,10,Public College,"[34.1909878, -79.6528152]",10490,9958,13739,15203,17397,15964,2583
La Salle University,https://www.niche.com/colleges/la-salle-university/,861,17552,29025,33890,33890,8300,7900,1000,58000,"PHILADELPHIA, PA","1900 W OLNEY AVE PHILADELPHIA, PA 19141",9:1,94,Rolling Admissions,62,95,2000,773,11,49,18,Private,"[40.0395932, -75.1531815]",15613,12838,9990,9065,12117,33890,2773
Westminster College - Pennsylvania,https://www.niche.com/colleges/westminster-college-pennsylvania/,862,22645,30252,39540,39540,-1,-1,1000,43200,"NEW WILMINGTON, PA","319 SOUTH MARKET  ST NEW WILMINGTON, PA 16172",12:1,75,Rolling Admissions,62,97,1018,143,5,32,60,Private,"[41.1193164, -80.3310334]",17290,15287,20951,22684,26163,39540,1161
